subj,session,time,person,chat,form,gloss,obj,gs_rel,context,spoken_obj,gestured_obj,referent,comments
43,5,,parent,thanks for my kiss .,,,,,,,,,
43,5,,parent,thanks for my smooch .,,,,,,,,,
43,5,,parent,thanks for my sugar .,,,,,,,,,
43,5,0:19:23,parent,thanks for my loving .,,,,,,,,,
43,5,,child,how_about the water ?,,,,,,water,,water,
43,5,,parent,it's all gone .,,,,,,,,,
43,5,,parent,you poured it on the flowers .,,,,,,flower,,flower,
43,5,,child,can get some more please ?,,,,,,,,,
43,5,,parent,okay .,,,,,,,,,
43,5,0:20:04,parent,can you go water the &xxx .,point,NAME plant,NAME plant,Reinforce,,,hollyhock,hollyhock,
43,5,,parent,over there .,point~,NAME plant,NAME plant,Disambiguate,,,hollyhock,hollyhock,
43,5,,child,hollyhock .,,,,,,hollyhock,,hollyhock,
43,5,,parent,the hollyhock ?,nod,emphasis,,Emphasis,,hollyhock,,hollyhock,
43,5,,parent,okay .,,,,,,,,,
43,5,,child,hollyhock .,,,,,,hollyhock,,hollyhock,
43,5,,child,&xxx hollyhock .,,,,,,hollyhock,,hollyhock,
43,5,,child,no .,,,,,,,,,
43,5,,child,"no, I +...",,,,,,,,,
43,5,,child,I better get water from the water fountain .,,,,,,water; water_fountain,,water; water_fountain,
43,5,,child,better get water from the water fountain .,,,,,,water; water_fountain,,water; water_fountain,
43,5,,child,from the water fountain .,,,,,,water_fountain,,water_fountain,
43,5,,child,from the +...,,,,,,,,,
43,5,,child,I better get water from the water fountain .,,,,,,water; water_fountain,,water; water_fountain,
43,5,,child,"this the water fountain, Mom ?",,,,,,water_fountain; mom,,water_fountain; mom,
43,5,0:21:05,parent,"Lincoln, why don't you # water the # &um # peonies down here at the end .",point,peonies,peonies,Reinforce,,child; water; peony,peony,child; water; peony,
43,5,,child,huh ?,,,,,,,,,
43,5,,child,how_about +...,,,,,,,,,
43,5,0:21:09,parent,that one .,point,peonies in yard,peonies in yard,Disambiguate,,,peony,peony,
43,5,,parent,want to do this one ?,point~,peonies in yard,peonies in yard,Disambiguate,,,peony,peony,
43,5,,parent,the peonies ?,point~,peonies in yard,peonies in yard,Reinforce,,peony,peony,peony,
43,5,,child,how_about the peonies ?,,,,,,peony,,peony,
43,5,,parent,peonies .,point~,peonies in yard,peonies in yard,Reinforce,,peony,peony,peony,
43,5,,child,how +...,,,,,,,,,
43,5,,parent,very good .,,,,,,,,,
43,5,,parent,they needed # they were thirsty .,,,,,,,,,
43,5,,child,,,,,,C singing itsy bitsy spinder,,,,
43,5,,parent,,,,,,C singing itsy bitsy spinder,,,,
43,5,,parent,that's right .,$,,,,,,,,
43,5,,child,yay !,,,,,M and C at once,,,,
43,5,,parent,very good .,$,,,,M and C at once,,,,
43,5,,parent,good singing .,$,,,,,,,,
43,5,,child,how_about the Itsy_Bitsy_Spider ?,$,,,,,spider,,spider,
43,5,,parent,huh ?,$,,,,,,,,
43,5,,child,the Itsy_Bitsy_Spider ?,,,,,,spider,,spider,
43,5,,parent,Probably # crawled up the spout again .,$,,,,,spout,,spout,
43,5,0:22:22,parent,"he's up at the very top again, probably .",$,,,,,,,,
43,5,,child,&oh .,,,,,,,,,
43,5,,child,here rain .,,,,,,rain,,rain,
43,5,,child,"here come the rain, Mom .",,,,,,rain; mom,,rain; mom,
43,5,,child,Mom .,,,,,,mom,,mom,
43,5,0:22:37,child,here come the rain .,,,,,,rain,,rain,
43,5,,parent,you going to sing the song again ?,$,,,,,,,,
43,5,,child,stuck in &xxx .,,,,,,,,,
43,5,,child,&oh .,,,,,,,,,
43,5,,child,the water &xxx going to get me all wet .,,,,,,water,,water,
43,5,,child,how_about the water can ?,,,,,,watering_can,,watering_can,
43,5,0:23:05,parent,you left in over there in the dirt .,point,watering can,watering can,Disambiguate,,dirt,watering_can,dirt; watering_can,
43,5,,parent,by the water spout .,,,,,,spout,,spout,
43,5,,child,,,,,,C singing itsy bitsy spider,,,,
43,5,,parent,,,,,,C singing itsy bitsy spider,,,,
43,5,,parent,what's in your pocket ?,$,,,,,pocket,,pocket,
43,5,0:24:06,child,I got dirty .,hold,hand,hand,Disambiguate,,,hand,hand,
43,5,,parent,that's okay .,,,,,,,,,
43,5,,parent,"wipe your hands off, honey .",demo,wiping hands,,Add,,hand,,hand,
43,5,,parent,go on .,,,,,,,,,
43,5,,parent,there you go .,,,,,,,,,
43,5,,child,watering+can full of dog poop .,,,,,,watering_can; dog; poop,,watering_can; dog; poop,
43,5,,parent,that's dirt .,,,,,,dirt,,dirt,
43,5,,child,how_about it come from ?,,,,,,,,,
43,5,0:24:28,parent,from the dirt over there .,point,dirt,dirt,Reinforce,,dirt,dirt,dirt,
43,5,,parent,want some more water ?,,,,,,water,,water,
43,5,,child,how_about more water from the water +...,,,,,,water,,water,
43,5,,child,more water from the +...,,,,,,water,,water,
43,5,,child,can I put in here ?,,,,,,,,,
43,5,,parent,okay .,,,,,,,,,
43,5,,parent,you can put it in the Frisbee .,,,,,,frisbee,,frisbee,
43,5,,child,the water fountain &xxx ?,,,,,,water_fountain,,water_fountain,
43,5,0:26:02,child,how_about the water fountain ?,,,,,,water_fountain,,water_fountain,
43,5,,child,can I water you ?,,,,,,,,,
43,5,,child,"can put on you, Mom ?",,,,,,mom,,mom,
43,5,,parent,"no, not on me .",,,,,,,,,
43,5,,child,on &xxx .,,,,,,,,,
43,5,,parent,yes .,,,,,,,,,
43,5,,child,not on you .,,,,,,,,,
43,5,,child,can I have a drink ?,,,,,,,,,
43,5,,child,can +...,,,,,,,,,
43,5,,parent,Lincoln .,,,,,,child,,child,
43,5,,parent,I'll go get you one .,,,,,,,,,
43,5,,parent,you want me to get you a little cup ?,,,,,,cup,,cup,
43,5,,child,yes .,,,,,,,,,
43,5,,parent,you want a little cup to drink ?,,,,,,cup,,cup,
43,5,,child,yes .,,,,,,,,,
43,5,,parent,okay .,,,,,,,,,
43,5,,parent,here .,,,,,,,,,
43,5,0:27:21,parent,you can use this .,,,,,,,,,
43,5,,child,no .,,,,,,,,,
43,5,,parent,no ?,,,,,,,,,
43,5,0:27:29,parent,"okay, you want to fill it up with the wateringcan ?",point,watering can,waterincg can,Reinforce,,watering_can,watering_can,watering_can,
43,5,,parent,let's clean the wateringcan out .,,,,,,watering_can,,watering_can,
43,5,,parent,"then we can get a paper towel, okay ?",,,,,,paper_towel,,paper_towel,
43,5,,parent,I'll get a paper towel .,,,,,,paper_towel,,paper_towel,
43,5,,parent,okay .,,,,,,,,,
43,5,0:28:31,parent,want to pour it into the cup ?,,,,,,cup,,cup,
43,5,,parent,watch out .,,,,,,,,,
43,5,,parent,you're getting your shoes all wet .,,,,,,shoe,,shoe,
43,5,,parent,that's okay .,,,,,,,,,
43,5,,parent,there .,,,,,,,,,
43,5,0:28:40,parent,,hold,cup,cup,Only Gesture,,,cup,cup,
43,5,,child,how_about on my shoes ?,,,,,,shoe,,shoe,
43,5,,parent,it's off .,,,,,,,,,
43,5,,parent,there .,,,,,,,,,
43,5,,parent,it's fine .,,,,,,,,,
43,5,,parent,okay ?,,,,,,,,,
43,5,,parent,"okay, that's good .",,,,,,,,,
43,5,,parent,it's full .,,,,,,,,,
43,5,0:29:14,parent,,hold,take cup of water,cup of water,Only Gesture,,,,,
43,5,,child,dump in grass ?,,,,,,grass,,grass,
43,5,,parent,yeah .,,,,,,,,,
43,5,,parent,can Mommy have a sip ?,,,,,,mom,,mom,
43,5,,child,come out .,,,,,,,,,
43,5,,child,&xxx the watering+can .,,,,,,watering_can,,watering_can,
43,5,0:29:56,child,,,,,,end of tape 2,,,,
43,5,0:29:56,parent,"good idea, Lincoln .",$,,,,end of tape 2,child,,,
